opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value
FL804BH8,Darcel Schlecht,GTXPro,Isdom,Lost,10/26/17,10/30/17,0
7FZMWZJT,Marty Freudenburg,MG Advanced,Isdom,Won,10/27/17,11/7/17,3561
J5I6Y4RN,Anna Snelling,MG Special,Isdom,Lost,10/31/17,11/10/17,0
MG3X7625,Cecily Lampkin,GTX Plus Pro,Isdom,Won,11/1/17,12/22/17,5504
76RZPT87,Lajuana Vencill,GTX Basic,Isdom,Won,11/12/17,12/31/17,567
IZ5MV9YF,Jonathan Berthelot,GTX Basic,Isdom,Lost,11/13/17,11/21/17,0
KU4GX1KD,Niesha Huffines,GTX Basic,Isdom,Won,11/19/17,11/28/17,662
U071YJYI,Darcel Schlecht,MG Advanced,Isdom,Lost,11/26/17,12/11/17,0
P4D8H19O,Jonathan Berthelot,GTX Plus Basic,Isdom,Prospecting,00/00/0000,00/00/0000,0
5E14LG51,Boris Faz,GTX Plus Basic,Iselectrics,Won,1/4/17,3/25/17,1073
UQQE9ILV,James Ascencio,GTXPro,Iselectrics,Engaging,1/13/17,00/00/0000,0
ZYRF768H,Violet Mclelland,MG Special,Iselectrics,Lost,2/8/17,5/4/17,0
GEBVQH17,Donn Cantrell,GTX Plus Pro,Iselectrics,Won,2/14/17,5/6/17,5702
TBDUMBLA,Donn Cantrell,MG Advanced,Iselectrics,Won,2/24/17,5/2/17,3233
Z30RS0CL,Donn Cantrell,GTX Basic,Iselectrics,Lost,2/26/17,6/1/17,0
MXTAIS4Q,Wilburn Farren,MG Advanced,Iselectrics,Won,3/1/17,6/9/17,3783
GK1NH8G7,Kami Bicknell,GTX Basic,Iselectrics,Engaging,3/16/17,00/00/0000,0
TJ03NDNX,Violet Mclelland,MG Advanced,Iselectrics,Engaging,3/25/17,00/00/0000,0
YLK0MRJ3,Kary Hendrixson,GTX Basic,Iselectrics,Engaging,4/1/17,00/00/0000,0
R15SXOZA,Boris Faz,GTX Plus Basic,Iselectrics,Lost,4/2/17,6/24/17,0
K9MMOXUC,Donn Cantrell,GTX Plus Pro,Iselectrics,Won,4/3/17,4/14/17,5691
ZLN48IIP,Markita Hansen,GTX Basic,Iselectrics,Engaging,4/3/17,00/00/0000,0
8H95X3AP,Boris Faz,GTX Plus Pro,Iselectrics,Won,4/15/17,4/24/17,5293
UPZRAO84,Corliss Cosme,GTXPro,Iselectrics,Won,4/17/17,6/1/17,5032
Z2M1XXEK,Wilburn Farren,GTX Plus Pro,Iselectrics,Won,4/21/17,4/22/17,6263
DPT11UGS,Donn Cantrell,GTX Plus Basic,Iselectrics,Won,5/18/17,9/5/17,995
3C9CWV6J,Cassey Cress,MG Advanced,Iselectrics,Won,6/10/17,6/14/17,3772
LB8UE159,Daniell Hammack,GTX Plus Pro,Iselectrics,Won,6/11/17,6/19/17,5353
UWVT8M2Y,Corliss Cosme,GTX Basic,Iselectrics,Lost,6/12/17,8/18/17,0
AQ3HBL9S,Daniell Hammack,GTXPro,Iselectrics,Lost,6/20/17,6/25/17,0
Z9W748SJ,Cassey Cress,MG Special,Iselectrics,Won,6/21/17,7/3/17,60
BLY5FD3N,Corliss Cosme,GTX Plus Pro,Iselectrics,Won,6/23/17,7/1/17,5640
RKT3WVBC,Garret Kinder,GTX Basic,Iselectrics,Won,6/27/17,9/20/17,470
FG29YOWT,Reed Clapper,MG Advanced,Iselectrics,Lost,6/27/17,9/6/17,0
TFQR150O,Donn Cantrell,GTXPro,Iselectrics,Won,6/28/17,7/2/17,5064
VLVP8FPJ,Cassey Cress,MG Advanced,Iselectrics,Lost,6/29/17,7/8/17,0
G2EECJNG,Daniell Hammack,GTX Plus Basic,Iselectrics,Won,6/30/17,9/27/17,940
W0LFL18P,Cassey Cress,GTX Plus Basic,Iselectrics,Lost,7/5/17,7/12/17,0
TFS537LA,Cassey Cress,GTX Plus Pro,Iselectrics,Lost,7/14/17,7/15/17,0
3KVS08NL,Violet Mclelland,MG Special,Iselectrics,Won,7/14/17,7/15/17,48
JND57DH5,Boris Faz,MG Special,Iselectrics,Won,7/25/17,8/1/17,48
5Q2BP80H,Wilburn Farren,GTX Basic,Iselectrics,Lost,8/9/17,11/3/17,0
JCIKEHD8,Violet Mclelland,GTX Plus Basic,Iselectrics,Lost,8/11/17,11/9/17,0
E617EXPD,Vicki Laflamme,MG Advanced,Iselectrics,Engaging,8/14/17,00/00/0000,0
RYNZ2WOK,Markita Hansen,MG Advanced,Iselectrics,Engaging,8/29/17,00/00/0000,0
G7NU2YCG,Cassey Cress,MG Special,Iselectrics,Won,8/30/17,9/8/17,57
H29A7E6X,Corliss Cosme,GTX Plus Basic,Iselectrics,Won,9/5/17,11/17/17,1076
OM8LELJW,Kary Hendrixson,GTX Basic,Iselectrics,Engaging,9/6/17,00/00/0000,0
QEZ2X87C,Rosalina Dieter,MG Special,Iselectrics,Engaging,9/7/17,00/00/0000,0
PERK5YXJ,Daniell Hammack,GTX Plus Basic,Iselectrics,Won,9/10/17,12/13/17,1111
7VHJG9J1,Reed Clapper,GTX Plus Basic,Iselectrics,Lost,9/11/17,12/28/17,0
7GDRCAJR,Cassey Cress,GTX Basic,Iselectrics,Won,9/13/17,9/24/17,600
I25J5M7W,Cassey Cress,MG Advanced,Iselectrics,Lost,9/26/17,9/28/17,0
84SZ58S9,Daniell Hammack,GTX Plus Basic,Iselectrics,Won,9/27/17,10/4/17,1225
C5Z2806X,Reed Clapper,GTXPro,Iselectrics,Won,10/3/17,12/28/17,5044
4P0SDD91,Wilburn Farren,GTXPro,Iselectrics,Won,10/21/17,12/15/17,4970
MA56XGWR,Daniell Hammack,GTX Basic,Iselectrics,Engaging,11/5/17,00/00/0000,0
S1U1RD6K,Darcel Schlecht,GTXPro,Iselectrics,Prospecting,00/00/0000,00/00/0000,0
TLJWMKEO,Gladys Colclough,GTX Plus Basic,Iselectrics,Prospecting,00/00/0000,00/00/0000,0
AP74NF6M,Marty Freudenburg,MG Advanced,Iselectrics,Prospecting,00/00/0000,00/00/0000,0
9ME3374G,Vicki Laflamme,MG Special,J-Texon,Won,10/30/16,3/2/17,57
579LZ3F9,Daniell Hammack,GTX Plus Basic,J-Texon,Engaging,11/24/16,00/00/0000,0
787IRG9Q,Hayden Neloms,MG Advanced,J-Texon,Won,12/7/16,3/3/17,3426
6GNJMYMO,Kami Bicknell,GTXPro,J-Texon,Lost,1/21/17,5/5/17,0
4FAEDB16,Markita Hansen,GTX Basic,J-Texon,Lost,1/25/17,5/22/17,0
2EOF1QCY,James Ascencio,GTX Plus Pro,J-Texon,Won,1/28/17,5/20/17,5259
Q7IIF1IP,Vicki Laflamme,MG Special,J-Texon,Won,1/29/17,6/5/17,55
RTKUPEX7,Zane Levy,GTX Plus Basic,J-Texon,Lost,2/3/17,6/10/17,0
2U6QQHCC,James Ascencio,GTX Plus Pro,J-Texon,Won,2/17/17,6/19/17,4066
WGI2GSKJ,Hayden Neloms,GTX Plus Basic,J-Texon,Lost,2/22/17,5/27/17,0
S50A0C2S,Kami Bicknell,GTXPro,J-Texon,Lost,2/22/17,3/14/17,0
V6HB68BL,Kary Hendrixson,GTX Basic,J-Texon,Won,3/3/17,5/30/17,567
UI1UION3,James Ascencio,GTX Basic,J-Texon,Won,3/11/17,6/10/17,526
2Y84YR3K,Kary Hendrixson,GTX Basic,J-Texon,Won,3/11/17,5/24/17,516
H91G4MYP,Zane Levy,GTXPro,J-Texon,Won,3/20/17,5/22/17,5443
J9QQVBQX,Maureen Marcano,GTX Plus Basic,J-Texon,Lost,3/24/17,4/1/17,0
F481S8G3,Kami Bicknell,GTX Basic,J-Texon,Won,3/26/17,5/22/17,545
OPYWK3XE,Rosalina Dieter,GTX Basic,J-Texon,Lost,3/31/17,4/5/17,0
VZS17M7X,Markita Hansen,MG Advanced,J-Texon,Won,4/1/17,4/6/17,3817
YTL8VNGT,Kami Bicknell,GTX Basic,J-Texon,Won,4/3/17,4/12/17,565
VNCFE4LQ,Vicki Laflamme,GTX Basic,J-Texon,Won,4/3/17,4/15/17,456
4XGA0K6N,Markita Hansen,MG Advanced,J-Texon,Won,4/5/17,6/22/17,3188
RU3OP2BA,Zane Levy,MG Advanced,J-Texon,Won,4/9/17,6/26/17,3070
70M5V003,Vicki Laflamme,MG Special,J-Texon,Lost,4/10/17,4/18/17,0
F2KINGVU,Vicki Laflamme,MG Special,J-Texon,Won,4/12/17,4/23/17,50
7ODLTF4W,Elease Gluck,GTX Basic,J-Texon,Won,4/14/17,4/16/17,597
IUNX2OMX,Kami Bicknell,GTX Basic,J-Texon,Lost,4/14/17,4/15/17,0
K127AFNP,Rosalina Dieter,MG Special,J-Texon,Lost,4/19/17,4/30/17,0
79G6725X,Kary Hendrixson,GTXPro,J-Texon,Won,4/23/17,4/26/17,5415
WUWOHRX2,Markita Hansen,GTX Plus Basic,J-Texon,Won,4/24/17,4/29/17,788
3C5KXGO6,Markita Hansen,GTX Basic,J-Texon,Won,5/9/17,5/10/17,541
58DMWXXI,James Ascencio,GTX Plus Pro,J-Texon,Lost,5/16/17,5/27/17,0
RQM0PS59,Markita Hansen,MG Special,J-Texon,Lost,5/17/17,8/18/17,0
12GLKKV4,Markita Hansen,GTX Plus Basic,J-Texon,Won,5/28/17,6/8/17,941
9KJ89VHI,Kary Hendrixson,GTX Basic,J-Texon,Won,6/4/17,9/1/17,525
81DUFIPO,Rosalina Dieter,MG Special,J-Texon,Won,6/4/17,9/10/17,57
QFBITAKR,James Ascencio,GTX Basic,J-Texon,Won,6/11/17,8/10/17,507
S9ZUMLSY,Elease Gluck,MG Special,J-Texon,Lost,6/25/17,9/13/17,0
2RB900SL,James Ascencio,GTXPro,J-Texon,Won,6/26/17,9/15/17,5541
EG5M02ZV,Kary Hendrixson,GTX Basic,J-Texon,Won,6/28/17,9/27/17,539
LYAFXO9B,Markita Hansen,GTX Basic,J-Texon,Won,7/1/17,7/12/17,592
PMVKMS6A,Zane Levy,GTX Basic,J-Texon,Won,7/6/17,9/27/17,507
4PDYHVX1,James Ascencio,GTX Plus Pro,J-Texon,Won,7/23/17,7/25/17,4824
L9CJZZ59,Zane Levy,GTX Plus Pro,J-Texon,Lost,7/23/17,9/29/17,0
TJ95PY76,Darcel Schlecht,GTXPro,J-Texon,Engaging,7/30/17,00/00/0000,0
GZCWRMIR,Kary Hendrixson,GTX Basic,J-Texon,Lost,7/30/17,11/20/17,0
18KMXL8N,Maureen Marcano,GTX Plus Pro,J-Texon,Won,8/1/17,11/6/17,4434
OB2PHGFR,Elease Gluck,MG Advanced,J-Texon,Won,8/4/17,11/4/17,3308
6DUFMKIG,Vicki Laflamme,MG Special,J-Texon,Lost,8/7/17,8/13/17,0
7DA7E2K7,Maureen Marcano,MG Advanced,J-Texon,Won,8/8/17,11/6/17,3415
DMN53GAI,Hayden Neloms,MG Advanced,J-Texon,Won,8/10/17,8/13/17,3511
ZW2GDFKC,Kary Hendrixson,MG Special,J-Texon,Lost,8/13/17,8/24/17,0
TLJAFLON,Kary Hendrixson,GTX Basic,J-Texon,Lost,8/19/17,8/28/17,0
HTZD5YGO,Kary Hendrixson,GTX Plus Basic,J-Texon,Lost,8/23/17,9/13/17,0
41B62CUB,Hayden Neloms,MG Special,J-Texon,Lost,8/28/17,11/11/17,0
ZBB9CDO4,Kami Bicknell,GTX Plus Basic,J-Texon,Won,9/1/17,9/18/17,1088
4LVXK5H1,Kami Bicknell,GTX Plus Basic,J-Texon,Won,9/9/17,9/25/17,1047
R7LGVRHC,Kami Bicknell,GTXPro,J-Texon,Won,9/10/17,11/12/17,4467
RKOQZJZR,Zane Levy,GTX Plus Basic,J-Texon,Engaging,9/11/17,00/00/0000,0
V7T9ZP6C,Markita Hansen,GTX Basic,J-Texon,Won,9/21/17,10/1/17,566
8DDC9RLE,Vicki Laflamme,MG Advanced,J-Texon,Won,9/24/17,12/15/17,4110
QFKL9UK2,Kary Hendrixson,GTXPro,J-Texon,Won,9/26/17,10/5/17,4727
6K31TYOR,Zane Levy,GTX Basic,J-Texon,Won,9/29/17,10/5/17,502
GLG1IOHT,Rosalina Dieter,MG Special,J-Texon,Won,10/1/17,10/8/17,51
ZVEH26GP,Kami Bicknell,GTX Plus Basic,J-Texon,Won,10/3/17,10/8/17,1028
MZTB3C70,Kary Hendrixson,GTX Basic,J-Texon,Lost,10/4/17,11/17/17,0
MBYY3F5P,Zane Levy,GTX Basic,J-Texon,Won,10/12/17,10/21/17,696
CLHPJZHP,Hayden Neloms,GTX Plus Pro,J-Texon,Won,10/19/17,10/25/17,4552
OS59LIZX,Vicki Laflamme,GTXPro,J-Texon,Lost,10/19/17,10/26/17,0
ST4H8MB7,Vicki Laflamme,GTXPro,J-Texon,Lost,10/28/17,10/29/17,0
20NZO7TT,Maureen Marcano,MG Advanced,J-Texon,Won,11/16/17,12/1/17,3271
GLUYX9KN,Hayden Neloms,GTX Plus Basic,J-Texon,Won,11/27/17,12/12/17,1192
8A1EB728,Rosalina Dieter,MG Special,J-Texon,Won,12/7/17,12/16/17,54
FNA51WN6,Kary Hendrixson,GTXPro,J-Texon,Won,12/9/17,12/27/17,4178
19MLD9YF,Rosalina Dieter,MG Advanced,J-Texon,Won,12/16/17,12/24/17,3379
FXYOCA0G,Markita Hansen,MG Special,J-Texon,Won,12/17/17,12/28/17,54
JHNDPI2N,Anna Snelling,MG Special,J-Texon,Prospecting,00/00/0000,00/00/0000,0
25YKPHX8,Donn Cantrell,GTX Basic,Kan-code,Won,11/21/16,3/21/17,462
CRLK4Z1P,Maureen Marcano,GTX Basic,Kan-code,Won,12/13/16,3/4/17,524
U07C2HEG,Maureen Marcano,MG Special,Kan-code,Lost,12/18/16,3/14/17,0
VF1V41RI,Markita Hansen,MG Special,Kan-code,Lost,12/27/16,3/28/17,0
LTTYTAXA,Donn Cantrell,GTXPro,Kan-code,Won,1/10/17,3/24/17,4694
ZKSJ1DOK,Elease Gluck,GTX Basic,Kan-code,Won,1/22/17,6/7/17,581
CF1CSNPX,Daniell Hammack,GTXPro,Kan-code,Won,1/24/17,3/31/17,5140
2FTB6A7I,James Ascencio,GTX Plus Pro,Kan-code,Won,1/30/17,5/16/17,5390
A3BK99P6,Cassey Cress,MG Advanced,Kan-code,Won,1/31/17,3/17/17,2923
RMNHSNW9,Elease Gluck,MG Special,Kan-code,Lost,2/2/17,5/1/17,0
QSQ42Q6M,Reed Clapper,MG Advanced,Kan-code,Won,2/10/17,6/15/17,2928
7R4VL3Q8,Cassey Cress,GTXPro,Kan-code,Won,2/12/17,3/4/17,4705
RNUH1SI8,James Ascencio,MG Advanced,Kan-code,Won,2/16/17,5/7/17,3398
YJIH415V,Donn Cantrell,MG Advanced,Kan-code,Won,2/19/17,5/10/17,3222
IHFM8QXN,Vicki Laflamme,GTX Plus Basic,Kan-code,Lost,2/19/17,3/7/17,0
XF4648CO,Boris Faz,GTX Basic,Kan-code,Lost,2/23/17,6/16/17,0
A82DG6R5,Kary Hendrixson,GTX Plus Pro,Kan-code,Won,2/23/17,5/4/17,5782
IO4GTLAB,Zane Levy,GTX Plus Basic,Kan-code,Won,2/23/17,3/14/17,929
YOISPUC6,Corliss Cosme,GTX Plus Basic,Kan-code,Lost,2/25/17,5/21/17,0
GIW1PN4L,Kary Hendrixson,GTXPro,Kan-code,Won,2/27/17,6/19/17,3893
2OAIXF3A,Reed Clapper,GTX Plus Basic,Kan-code,Won,2/27/17,3/13/17,1106
5QC9H4C2,Violet Mclelland,MG Advanced,Kan-code,Won,2/27/17,5/23/17,3749
AM5YTMH3,Boris Faz,GTX Plus Basic,Kan-code,Won,3/1/17,3/10/17,1053
A1WZEK7U,Reed Clapper,MG Advanced,Kan-code,Won,3/1/17,6/3/17,3558
VFKKSJT2,Kary Hendrixson,GTXPro,Kan-code,Won,3/2/17,5/15/17,4506
YNKWBEEN,Reed Clapper,GTX Basic,Kan-code,Won,3/4/17,6/27/17,521
3KM8WN7L,Boris Faz,GTX Basic,Kan-code,Won,3/6/17,5/18/17,522
3NQBMKOK,Kary Hendrixson,GTX Basic,Kan-code,Won,3/6/17,6/29/17,494
MK57PHV1,Cassey Cress,GTXPro,Kan-code,Won,3/9/17,5/25/17,4624
WQ0C723A,Zane Levy,GTX Plus Pro,Kan-code,Won,3/9/17,5/18/17,5215
5BSHJG7W,Kary Hendrixson,GTX Basic,Kan-code,Lost,3/10/17,5/30/17,0
HW38EMKM,Maureen Marcano,GTX Plus Pro,Kan-code,Lost,3/10/17,3/20/17,0
086279IX,Kary Hendrixson,GTXPro,Kan-code,Won,3/15/17,6/14/17,4369
0E761F02,Kary Hendrixson,GTX Basic,Kan-code,Won,3/16/17,5/2/17,579
7Q7SA3EK,Kami Bicknell,MG Advanced,Kan-code,Won,3/19/17,6/7/17,3290
HP6DSCMH,Boris Faz,GTX Basic,Kan-code,Won,3/20/17,6/12/17,564
TGW7OYMD,Kami Bicknell,GTX Basic,Kan-code,Won,3/22/17,6/25/17,447
88R08IL1,Violet Mclelland,MG Special,Kan-code,Lost,3/22/17,4/1/17,0
7LNGJB3S,Cassey Cress,GTX Basic,Kan-code,Won,3/23/17,4/1/17,585
9X5HUUJ5,James Ascencio,GTX Plus Basic,Kan-code,Lost,3/24/17,4/2/17,0
8GMDSXYY,Markita Hansen,MG Advanced,Kan-code,Won,3/25/17,4/6/17,3181
9DBMY3OF,Vicki Laflamme,GTX Basic,Kan-code,Lost,3/25/17,4/4/17,0
120BESB3,Markita Hansen,MG Advanced,Kan-code,Lost,3/30/17,4/9/17,0
FBJHTF91,Corliss Cosme,GTX Plus Basic,Kan-code,Lost,4/4/17,4/11/17,0
0G65AQVC,James Ascencio,GTX Basic,Kan-code,Lost,4/5/17,5/30/17,0
JXBUN5MY,Daniell Hammack,MG Advanced,Kan-code,Lost,4/7/17,4/15/17,0
ZLY8SZXO,Kami Bicknell,GTX Basic,Kan-code,Won,4/10/17,4/16/17,533
TGQN6HTN,Reed Clapper,GTX Plus Pro,Kan-code,Won,4/12/17,6/21/17,5393
24LP4J8U,Daniell Hammack,GTXPro,Kan-code,Lost,4/13/17,5/13/17,0
N5CCEEOY,Vicki Laflamme,GTX Plus Pro,Kan-code,Lost,4/13/17,4/20/17,0
8S649LDO,Boris Faz,GTXPro,Kan-code,Lost,4/18/17,5/27/17,0
J5DF2ZO1,James Ascencio,MG Special,Kan-code,Won,4/18/17,4/29/17,44
AMX2BM39,Kary Hendrixson,MG Advanced,Kan-code,Won,4/22/17,4/23/17,3546
XPDLW6F0,Zane Levy,GTXPro,Kan-code,Won,4/22/17,4/29/17,5456
2OPR77CI,Maureen Marcano,GTX Basic,Kan-code,Lost,4/24/17,4/26/17,0
V8M89S4W,Markita Hansen,GTX Basic,Kan-code,Won,5/5/17,5/6/17,560
8G9Q7NXD,Rosie Papadopoulos,MG Special,Kan-code,Won,5/6/17,8/9/17,51
96A1GDXO,Reed Clapper,GTX Plus Pro,Kan-code,Won,5/7/17,8/1/17,5601
LPOOKZCQ,Kary Hendrixson,GTX Basic,Kan-code,Lost,5/9/17,8/8/17,0
XH01XH1F,Garret Kinder,GTXPro,Kan-code,Lost,5/10/17,8/24/17,0
N00L26DN,Kary Hendrixson,GTXPro,Kan-code,Lost,5/11/17,5/30/17,0
QDDD0L2Y,Elease Gluck,MG Special,Kan-code,Lost,5/19/17,5/27/17,0
CYKC7RXH,Donn Cantrell,GTXPro,Kan-code,Lost,5/20/17,8/6/17,0
WXRWSVTT,Garret Kinder,GTX Basic,Kan-code,Won,5/20/17,8/18/17,492
R8CMI00I,Garret Kinder,GTX Basic,Kan-code,Won,5/22/17,6/6/17,555
09RN3MHV,Vicki Laflamme,GTXPro,Kan-code,Won,5/26/17,9/21/17,5074
Y92RU9V8,Daniell Hammack,GTXPro,Kan-code,Won,5/28/17,6/15/17,4712
4X3H9YD5,Rosalina Dieter,GTK 500,Kan-code,Won,5/29/17,8/29/17,25791
2PMIYAFN,Reed Clapper,GTX Plus Basic,Kan-code,Won,5/31/17,6/15/17,1120
NR5D7201,Corliss Cosme,MG Advanced,Kan-code,Won,6/1/17,9/3/17,3527
LGO0XF4X,Vicki Laflamme,MG Special,Kan-code,Won,6/3/17,9/10/17,50
KVTBYOVD,Donn Cantrell,GTXPro,Kan-code,Won,6/4/17,6/14/17,4612
H35AXY3M,Corliss Cosme,GTX Plus Basic,Kan-code,Won,6/5/17,6/10/17,899
R7IIOFBH,Garret Kinder,GTX Basic,Kan-code,Won,6/7/17,8/5/17,566
MUIT1E0M,Kami Bicknell,GTXPro,Kan-code,Won,6/9/17,6/19/17,5339
VS4UFFLH,Maureen Marcano,MG Special,Kan-code,Won,6/9/17,9/5/17,52
9D06AK8T,Markita Hansen,GTX Plus Basic,Kan-code,Won,6/11/17,8/10/17,1045
NOBIC0PD,Cassey Cress,GTXPro,Kan-code,Won,6/12/17,8/17/17,4294
VE4LZ8F5,Daniell Hammack,MG Special,Kan-code,Won,6/20/17,8/25/17,62
1LLRNE8G,Maureen Marcano,GTX Plus Basic,Kan-code,Won,6/21/17,9/22/17,990
A60QAIT3,Daniell Hammack,GTX Plus Basic,Kan-code,Won,6/23/17,9/28/17,1291
O9WYT5ST,Zane Levy,GTXPro,Kan-code,Engaging,6/23/17,00/00/0000,0
E88W1Z0H,Zane Levy,GTX Basic,Kan-code,Lost,6/25/17,7/2/17,0
W07JMUG9,Daniell Hammack,MG Advanced,Kan-code,Lost,6/27/17,7/1/17,0
E5CD0W5M,Cassey Cress,GTX Basic,Kan-code,Lost,6/28/17,7/1/17,0
9MM27P8C,Elease Gluck,MG Advanced,Kan-code,Lost,6/28/17,7/7/17,0
YC6QEUJN,Garret Kinder,GTX Plus Basic,Kan-code,Won,6/29/17,7/8/17,950
PUP6JDT9,Kami Bicknell,MG Advanced,Kan-code,Won,6/29/17,9/12/17,3464
AX63HIS9,Reed Clapper,GTXPro,Kan-code,Won,7/1/17,8/23/17,4611
YY3ACGA2,Vicki Laflamme,GTX Basic,Kan-code,Won,7/1/17,7/11/17,571
AHIDE6VS,Donn Cantrell,GTX Basic,Kan-code,Won,7/3/17,7/12/17,540
KMLW6GXY,Vicki Laflamme,MG Advanced,Kan-code,Lost,7/4/17,7/12/17,0
R9V8QAPK,Rosie Papadopoulos,MG Special,Kan-code,Won,7/5/17,7/14/17,58
A0IS9TWV,Kary Hendrixson,GTXPro,Kan-code,Lost,7/6/17,7/16/17,0
E7TDBIDS,Kary Hendrixson,GTXPro,Kan-code,Won,7/6/17,9/6/17,5323
GE5SORJX,Corliss Cosme,GTX Plus Pro,Kan-code,Won,7/7/17,9/17/17,5666
CBIFB5BB,Kary Hendrixson,GTX Basic,Kan-code,Won,7/7/17,7/17/17,579
F4EHCQIC,James Ascencio,GTX Plus Pro,Kan-code,Won,7/8/17,7/16/17,5284
S9DVJGUO,Reed Clapper,GTXPro,Kan-code,Won,7/8/17,7/15/17,4530
045D5MZO,Zane Levy,GTX Plus Pro,Kan-code,Won,7/8/17,7/17/17,5576
XW1ONOVO,Boris Faz,MG Advanced,Kan-code,Won,7/13/17,7/23/17,3420
SPUXDRGN,Vicki Laflamme,MG Advanced,Kan-code,Lost,7/13/17,8/28/17,0
9G93P7SV,Donn Cantrell,MG Advanced,Kan-code,Won,7/16/17,9/30/17,3593
RVRBCZAI,Daniell Hammack,GTX Plus Basic,Kan-code,Lost,7/17/17,7/18/17,0
NYPU55W4,James Ascencio,GTXPro,Kan-code,Lost,7/17/17,11/1/17,0
3L965RUK,Kary Hendrixson,MG Advanced,Kan-code,Won,7/17/17,7/26/17,3665
1RL933VJ,Vicki Laflamme,GTXPro,Kan-code,Lost,7/17/17,9/22/17,0
Z8HW4Z9W,Rosie Papadopoulos,GTX Basic,Kan-code,Lost,7/18/17,7/26/17,0
FQ5A489H,Garret Kinder,GTX Plus Pro,Kan-code,Won,7/19/17,7/26/17,4895
6UCZ36IC,Kami Bicknell,GTX Basic,Kan-code,Lost,7/19/17,11/4/17,0
9BFHDZOK,Boris Faz,MG Advanced,Kan-code,Lost,7/20/17,7/30/17,0
8AK1G9IT,Hayden Neloms,GTX Plus Pro,Kan-code,Won,7/20/17,11/8/17,5526
W8W6N0LL,Markita Hansen,GTXPro,Kan-code,Lost,7/23/17,11/7/17,0
7KUYF1U3,Violet Mclelland,MG Special,Kan-code,Won,7/23/17,8/6/17,48
H5RRJOD9,Elease Gluck,MG Advanced,Kan-code,Won,7/24/17,7/30/17,3371
PKRDEUWE,Corliss Cosme,GTX Basic,Kan-code,Lost,7/25/17,8/2/17,0
VA9AGU75,Donn Cantrell,GTXPro,Kan-code,Lost,7/26/17,9/26/17,0
88CM27UB,Maureen Marcano,GTXPro,Kan-code,Lost,7/26/17,7/30/17,0
NX2EICNQ,Versie Hillebrand,GTX Basic,Kan-code,Engaging,7/28/17,00/00/0000,0
HWVR6IJ7,Wilburn Farren,GTX Basic,Kan-code,Won,7/30/17,8/15/17,463
Q65B52C5,Niesha Huffines,GTX Basic,Kan-code,Engaging,7/31/17,00/00/0000,0
R1X6U9CU,James Ascencio,GTX Plus Pro,Kan-code,Won,8/2/17,8/5/17,4231
P0YQ3HNN,Reed Clapper,GTX Plus Basic,Kan-code,Won,8/4/17,9/11/17,1128
IQAFSIV4,Garret Kinder,GTX Basic,Kan-code,Won,8/6/17,8/27/17,422
OSG9KZGB,Anna Snelling,GTX Plus Basic,Kan-code,Engaging,8/7/17,00/00/0000,0
UMKU4ZGE,Maureen Marcano,MG Special,Kan-code,Won,8/9/17,12/4/17,67
NUBMO8S7,Daniell Hammack,GTXPro,Kan-code,Won,8/10/17,12/7/17,5315
8H0UQYXW,James Ascencio,MG Advanced,Kan-code,Won,8/13/17,11/7/17,3972
5CAP1055,Kary Hendrixson,GTX Plus Pro,Kan-code,Engaging,8/13/17,00/00/0000,0
P2PVED7R,Cassey Cress,GTX Plus Basic,Kan-code,Won,8/14/17,8/30/17,907
PH1IKJ0W,Boris Faz,GTXPro,Kan-code,Won,8/16/17,11/26/17,4732
OQAXHZXD,Markita Hansen,GTX Basic,Kan-code,Lost,8/16/17,8/26/17,0
FRRJMFIJ,Rosie Papadopoulos,GTX Basic,Kan-code,Won,8/16/17,9/24/17,501
8BGC94TT,Maureen Marcano,GTXPro,Kan-code,Won,8/17/17,11/17/17,5316
HIOHPBO1,Rosie Papadopoulos,MG Advanced,Kan-code,Won,8/17/17,9/4/17,3913
ONN55X1O,Donn Cantrell,GTXPro,Kan-code,Lost,8/19/17,11/11/17,0
H7GXKD3O,Maureen Marcano,GTX Plus Basic,Kan-code,Engaging,8/19/17,00/00/0000,0
87TZLMU7,Maureen Marcano,GTXPro,Kan-code,Won,8/20/17,12/25/17,3854
PG5S1KYF,Rosie Papadopoulos,GTX Plus Pro,Kan-code,Lost,8/23/17,12/31/17,0
Y1FWLR93,Reed Clapper,GTX Plus Pro,Kan-code,Won,8/24/17,9/2/17,5415
V3VJRFBV,Cassey Cress,GTX Basic,Kan-code,Lost,8/25/17,11/3/17,0
KJ4NAGS5,Rosalina Dieter,MG Special,Kan-code,Won,8/26/17,11/16/17,56
PG4UQI8B,Donn Cantrell,GTX Plus Basic,Kan-code,Lost,8/27/17,11/20/17,0
TPJNVDPH,Kami Bicknell,GTX Basic,Kan-code,Lost,8/27/17,11/16/17,0
XP1PQSPC,Markita Hansen,GTX Plus Basic,Kan-code,Won,8/28/17,9/27/17,1081
QKUULSVC,Kary Hendrixson,GTXPro,Kan-code,Lost,8/30/17,11/16/17,0
5MFY1D4C,Donn Cantrell,GTX Basic,Kan-code,Lost,9/8/17,9/18/17,0
PQLMEIG0,Donn Cantrell,GTX Basic,Kan-code,Lost,9/8/17,9/22/17,0
7PCCI1U2,Reed Clapper,MG Advanced,Kan-code,Lost,9/8/17,11/17/17,0
